"訪談日期","部門","new_GeneralInformation","new_Interviewer"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 後續希望本處能繼續提供台灣經貿網企業網頁會員、經貿透視雙周刊、全球佈局(海外投資設點)、延攬海外人才、各國市場商機說明會及培訓課程給陳財務長參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 王先生表示對該研討會感到滿意。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 劉業助表示對不同的市場有更進一步的瞭解。同時希望可以介紹潛在的公司。3. 後續希望本處能繼續提供全球佈局(海外投資設點)、國內外展覽、各國市場商機說明會給劉業助參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 黃課長表示對該研討會簡報的字大小不宜，背景太花，內容看不清楚。","賴軒如"
2017-08-10,"會本部. 展覽業務處","於2017年COMPUTEX展效良好，建議下年度整合相關廠商，繼續維持istyle區","樊祥琳"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 廖董事長表示希望政府可以組團至國外商業參訪。3. 後續希望本處能繼續提供國內外展覽、海外拓銷團、各國市場商機說明會及培訓課程給廖董事長參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 王經理表示對該研討會非常滿意。同時也增加對市場的瞭解。3. 後續希望本處能繼續提供各國市場商機說明會給王經理參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 陳業務表示對該研討會感到滿意。同時希望增加對有意合作之國家的瞭解。3. 後續希望本處能繼續提供各國市場商機說明會及培訓課程給陳業務參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 陳專員表示對市場需求有初步了解。同時希望可獲得更深入的資料。3. 後續希望本處能繼續提供新興市場客製化行銷專案、資料館電子資料及各國市場商機說明會給陳專員參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 陳副總表示對該對國外市場有更深一步的瞭解。同時希望有專人做深入輔導。3. 後續希望本處能繼續提供台灣經貿網企業網頁會員、台灣精品選拔、國內外展覽、海外拓銷團、各國市場商機說明會及培訓課程給陳副總參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 陳經理表示此次研討會時間掌控不佳、贅言過多。希望加強可以多說明地方消費習慣、可利用的資源、市場的保障與進出口連結提供(不具體)。3. 後續希望本處能繼續提供新興市場客製化行銷專案、台灣經貿網企業網頁會員、台灣精品選拔、經貿透視雙周刊、全球佈局(海外投資設點)、延攬海外人才、資料館電子資料、國內外展覽、海外拓銷團、各國市場商機說明會及培訓課程給陳經理參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 劉業助表示講師可以多針對市場做分析而不是分享美食與商場。同時表示更了解當地的市場，但仍希望加強時間的部分，如分享內容繁多，可分為上下場，一個市場只有30分鐘做分享略顯不足。3. 後續希望本處能繼續提供新興市場客製化行銷專案、國內外展覽、海外拓銷團及各國市場商機說明會給劉業助參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 張副理表示對該研討會非常滿意。同時對數據的瞭解和分析有一定的程度。3. 後續希望本處能繼續提供新興市場客製化行銷專、台灣精品選拔、資料館電子資料、國內外展覽、海外拓銷團及各國商機說明會給張副理參考。","賴軒如"
2017-08-10,"會本部. EBS","1.禎祥食品公司於1959年由張夢蛟創立，最早由農產品貿易及鹽漬食品製造起家，逐漸發展成為冷凍食品製造行銷的專業廠商。總公司設立於嘉義縣，為更加貼近市場於2006年及2007年分別於大陸蘇州及越南平陽設立生產據點。目前已交棒第二代。2.該公司的產品95%外銷，日本、美國、加拿大及香港主為其主要外銷市場，約占其營業額75%，另亦有少部分外銷至阿拉伯聯合大公國 、科威特及黎巴嫩等清真市場國家。推廣方式以參加國外展、台北專業展、網路行銷及派員親自拜訪客戶等，主要銷售通路:專業進口商、批發商。3.""禎祥""是台灣冷凍調理食品的領導品牌，產品種類範圍極廣，是具多年開發經驗的指標性廠商。該公司董事長曾擔任公會理事長一職，帶領業者開拓海外市場，也是本會食品產業活動的常客，歷年台北國際食品展 、大陸台灣名品展、海外食品展、採購洽談會等活動皆可看到該公司的身影。4.該公司這幾年也曾積極派員了解取得清真認證的相關訊息，欲推廣毛豆產品，但礙於廠內設有一座宮廟，該廟宇除兼具家族祠堂功能外，亦為當地人的精神寄託之所在，其重要性無可取代亦無法遷移，導致無法符合清真認證之主要因素。5.曾派員參加本處6/16日於嘉義辦理「開拓中東市場新契機」研討會，對於活動內容、講師表現...........等項目評價感到十分滿意，希望日後能有更多的活動在嘉義地區辦理。","劉婉蓉"
2017-08-10,"會本部. EBS","如電實業從事不銹鋼閥類製造與出口，希望透過經貿網開發東協和中東市場。推介台灣經貿網企業會員、台灣商品行銷中心、國際市場開發專案以及行銷育成中心。","謝承鳳"
2017-08-10,"會本部. 市場研究處(原)","尤先生8月10再次來館查詢馬來西亞製造商名錄，擬開發馬來西亞市場，除推薦架上圖書(FMM DIRECTORY - MALAYSIAN INDUSTRIES 馬來西亞製造業名錄)及馬來西亞相關名錄、新南向服務指南、掌握新南向商機的2017新南向拓銷活動手冊外，並推介本會經貿網、拓展處馬來西亞展團與本會吉隆坡辦事處等本會協助廠商開發馬來西亞市場的各種服務與活動。","劉惠祝"
2017-08-10,"會本部. EBS","1.該公司位於雲林虎尾，專業生產毛巾類全系列商品及接受OEM訂單。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。3.詢問本處未來有無辦理越南及印尼語培訓班，本處已提供下半年度課程規劃，渠表示未來如果開課務必告知。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司主要產品為戶外休閒用品、烤爐類產品（Mountain Board, Long Board, Skateboard, Balance Board），主要市場以德國、法國為主。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多，但時數太短，希望未來可以增加時數，加強對稅務的瞭解。3.本處提供2017南亞商機日活動資訊並邀請參加商機說明會，該公司人員表示將斟酌派員參加。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司主要產品為水果酵素、酵素活性皂、酵素美容保養品以及菇蕈多醣體等，主要市場為菲律賓及美國等。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多，但時數太短，希望可以增加時數，並表示若未來有再開課務必週知。3.本處提供2017南亞商機日活動資訊並邀請參加商機說明會，該公司人員表示將斟酌派員參加。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司主要產品為撥碼開關﹑防水輕觸開關﹑CHANGEOVER-滑動開關，旋轉開關等，外銷市場主要為德國、美國及香港。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多，但時數太短，希望未來可以增加時數，加強對稅務的瞭解。3.本處提供2017南亞商機日活動資訊並邀請參加商機說明會，該公司人員表示將斟酌派員參加。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1..該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。2.本處提供下半年度課程規劃及研討會供其參考。3.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1..該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。2.本處提供下半年度課程規劃及研討會供其參考。3.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司主要產品為氣動工具，工具配件及工作母機（CNC車床、傳統車床、立式車床等），主要市場為澳洲及美國為主。2.該公司派員參加本處8/10企業節稅策略及實務操作，但因業務繁忙臨時無法參加，表示希望未來有類似主題課程或研討會時能夠週知。3.本處提供2017南亞商機日活動資訊並邀請參加商機說明會，該公司人員表示將斟酌派員參加。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.永祺車業成立於1989年，年產能三十萬部自行車，為臺灣前五大自行車廠之一，合作代工歐美知名品牌之各車種，行銷歐洲、北美、大洋洲、亞洲等四十個國家。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。3.本處提供2017年南亞商機日採購洽談會資訊並邀請參加，渠表示會將資訊轉予公司相關人員並斟酌報名，並感謝本處提供該資訊。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司位於南投，主要產品為化學藥物之買賣、甲醛溶液、尿素甲醛樹脂等化學原料，出口至越南、印尼為主。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。3.詢問本處未來有無辦理越南及印尼語培訓班，本處已提供下半年度課程規劃，渠表示未來如果開課務必告知。4.提供9/19南亞商機日資訊並邀請參加商機說明會，渠表示有意願參加。5.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司主要產品為旅行箱運動袋、背包等各種袋類，外銷市場以中國大陸及香港為主。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。3.詢問本處未來有無辦理越南及印尼語培訓班，本處已提供下半年度課程規劃，渠表示未來如果開課務必告知，另本處提供2017南亞商機日商機說明會資訊一併供其參考。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司位於台中工業區，技術涵蓋光學、精密機械、電子控制及軟體等專業領域。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多。3.詢問本處未來有無辦理越南及印尼語培訓班，本處已提供下半年度課程規劃，渠表示未來如果開課務必告知，另本處提供2017南亞商機日商機說明會資訊一併供其參考。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司位於致力於生產軟包裝整廠設備和收縮標籤設備，主要市場為越南、印尼及泰國為主。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多，但時數太短，希望未來可以增加時數，加強對稅務的瞭解。3.本處提供2017南亞商機日活動資訊並邀請參加商機說明會，該公司人員表示將斟酌派員參加。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
2017-08-10,"會本部. EBS","1.該公司位於致力於汽車安全性零件、兒童安全座椅、航空安全扣環、電動機車零件等代工生產，印度班加羅爾及美國都有據點，外銷市場以美國、印度及中國為主。2.該公司派員參加本處8/10企業節稅策略及實務操作，表示老師實務經驗非常豐富，獲益良多，但時數太短，希望未來可以增加時數，加強對稅務的瞭解。3.本處提供2017南亞商機日活動資訊並邀請參加商機說明會，該公司人員表示將資訊轉交並斟酌派員參加。4.希望本處持續提供貿協各項相關資訊及服務。","尹瑜"
