svd,EXHIBITION_NAME,EXHIBITION_COUNTRY,EXHIBITION_LOCATION,EXHIBITS,EXHIBITION_INDUSTRY,FREQUENCY,CONTACT_EMAIL
0.382992459,International Industrial and Automation Trade Exhibition (INDUSTRIAUTOMATION ),Hungary,HUNGEXPO Budapest Fair Center,"Energy industry,  energy management, Fluid technology, Subcontracting industry, metalworking and geotechnology, Logistics, Machine manufacturing welding technology, Financial and business services.","FundamentalIndustries/Mining,Energy;Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Services/Finance,Banking,Insurance",Annual,hungexpo@hungexpo.hu
0.47061495,Asia Funeral And Cemetery Expo and Conference(AFE 2015),China,Macau Tower Convention and Entertainment Centre,"Caskets, urns, monuments, keepsake, cremation equipment, cold storage equipment, funeral coaches, morgue equipment, apparel, disaster pouches, pathological and hospital supplies, cosmetics, pet funeral products, repatriation services, cemeteries, jewelry, handicraft, etc.","Living/Wedding,Bridal,Funeral&Religious;FundamentalIndustries/Minerals,Stones,Glass,Ceramics;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Living/Jewelry,Gold/Silverware,Accessories;Living/Gifts,Handicrafts,Premiums&Incentives;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,info@AsiaFuneralExpo.com
0.605364401,PrintEx15,Australia,"R.A.S. Sydney Showground, Sydney Olympic Park","The Latest Printing, Packaging and Graphic Communications Technologies.","Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Living/Paper&PaperProducts,Printing&Publishing;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics",Biennial,guy.freebody@reedexhibitions.com.au
0.468685622,PMEX Japan 2015 - 2nd Int'l Personalised Medicine & Diagnostics Exhibition & Conference(former: IVD Japan)(PMEX Japan 2015),Japan,Tokyo Big Sight (Tokyo International Exhibition Center),"Genetic Testing,Infectious Disease Testing,Pathology, Biopsy,Blood Testing,Physiological Function Testing,Imaging Tests,Spectrophotometers,Flow Cytometry,Transport Systems,Point-of-care Testing (POCT),Molecular Diagnostics","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Information,Telecommunication/Optics,OpticalInstruments,Laser;MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Pharmaceuticals,Pharmacy;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing",Annual,pmex@reedexpo.co.jp
0.53635268,ANEX 2015 - ASIA NONWOVENS EXHIBITION and CONFERENCE(ANEX 2015),China,Shanghai World Expo Exhibition And Convention Center,"PRODUCT CONVERTING EQUIPMENT, RAW MATERIAL, NONWOVENS AND HIGH PERFORMANCE FABRICS.","FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Living/Textiles&Apparel(Materials,Products&Machinery);Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics",Once in 3 years,damian.goh@ubm.com
0.368349255,PARCEL-EXPO Asia Pacific 2015(PARCEL-EXPO),Singapore,Suntec Singapore Convention and Exhibition Centre,"Digital marketing and e-commerce technology, Warehousing and order fulfillment, Automation, sorting and handling, Transportation and logistics, Last-mile delivery and returns, Customer development and services, Networks and distribution channels, Cross-border integration, Security and safety issues.","Transportation,Logistics,Packaging/Logistics,Storage,Warehousing",Annual,matthew.gunn@ukipme.com; karin.baroni@ukipme.com
0.320915216,"11th International Fair of Infrastructure, Airport Technologies(TRAFFIC-EXPO - TIL)",Poland,Targi Kielce,"Infrastructure for road, rail, air and water transport/bridge, tunnel, viaduct, airport construction/technologies of environmental protection/technologies and hardware for infrastructure.","Transportation,Logistics,Packaging/RailTraffic&OtherTransportationMachinery;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Environment/EnvironmentalProtection,WasteDisposal,Recycling;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment",Annual,traffic@targikielce.pl
0.506309358,17th International Construction Equipment and Special Vehicles Fair(MASZBUD),Poland,Targi Kielce,"Earth work machinery/machines and equipment for concrete preparation and transport/cranes and access equipment/construction vehicles/finishing work equipment/parts and components for construction machinery/tools: pneumatic, hydraulic and electric.","Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Building,Construction/Building&Construction,RealEstate;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MaterialHandling,Pneumatics",Annual,biuro@targikielce.pl
0.314577629,21st International Fair of Road Construction Industry(AUTOSTRADA-POLSKA 2015),Poland,Targi Kielce,"Equipment and materials for construction of roads, bridges, overpasses, tunnels, petrol stations/signs/road and highway infrastructure.","Building,Construction/Building&Construction,RealEstate;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,autostrada@targikielce.pl
0.613287028,"Mining, Natural Resources and Technologies Fair(MINEX 2015)",Turkey,Izmir International Fair Center,"Metallic Ores, Industrial Raw Materials, Fertilizer, Refractory Ceramic Glass, Cement Raw Materials and Construction Materials, Energy Raw Materials, Precious Stones, The Prokspeksiyo, Mining/Drilling Machinery and Equipment, Mineral Processing Machinery and Equipment, Workplace Health and Safety.","FundamentalIndustries/Mining,Energy;FundamentalIndustries/Minerals,Stones,Glass,Ceramics;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Services/OccupationalSafetyandHealth,LaborManagement",Annual,visit@izmirfair.com.tr
0.527551065,The 4th International food processing & packaging technology show in Egyput and north Africa(Afro Packaging 2015),Egypt,Cairo International Exhibition Center,"Food processing Technology, Cooking Machinery, Food Processing general machinery, Ingredients, Storage, Logistics & transport equipment, Packaging machinery, Packaging materials & products, Pharmaceutical packaging machinery.","Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts",Annual,info@afropacking.com
0.343814077,RadiologyAsia 2015,Singapore,MAX Atria @ Singapore EXPO,"Computed Tomography (CT), Digital Imaging Technologies, Linear Accelerators,  Mammography, Magnetic Resonance Imaging (MRI), Medical Devices,  Nuclear Medicine Imaging, Positron Emission Tomography (PET), Radiology Informatics,  Therapeutics, Ultrasound, X-Rays.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/HealthCare(Equipment,Products&Services);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Optics,OpticalInstruments,Laser",Annual,zihui.chua@singex.com
0.577077291,Gorgeous Japan 2015,Myanmar,Hotel Novotel Yangon Max,"Cosmetics, Consumer products, Beauty, Esthetic, Clothing, Shoes, Bags, Travel, Study abroad, Sports, Restaurant, Supplement, Beauty food, Exterior, Home appliance, Car.","MedicalCare,Health/HealthCare(Equipment,Products&Services);Services/RegionalBusiness,RegionalIndustry&Products;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Cosmetics,BeautyCareProducts,Perfumery;Hobby,Education/Books&Publications,EquipmentforLibrary",Annual,info-gj@michil.co.jp
0.484420713,"CGC (Yantai) Fishing, Boat & Outdoor Show(CGC (Yantai) Show 2015)",China,Yantai International Expo Center,"fishing tackle, Boat, Outdoor products.","Transportation,Logistics,Packaging/Boats,SmallShips(incl.Equipment&Supplies);Hobby,Education/Sports(Goods,Facilities&Services);Hobby,Education/Toys&Games;Living/Leather(Materials,Products,Machinery),Footwear",Annual,Lijiang@chinafish.cn
0.516425948,Kaohsiung International Travel Fair(KTF),Taiwan,Kaohsiung Exhibition Center,"Products throughout Japan; Food (sweets, confectionery, beans confectionery, seafood delicacy), crafts (Japanese instruments, pottery, Japanese goods), demonstration sale (Oden, Pastry, etc.)","Transportation,Logistics,Packaging/RailTraffic&OtherTransportationMachinery;Services/RegionalBusiness,RegionalIndustry&Products;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Hobby,Education/Tourism&Travel(Goods,Facilities&Services);Living/Housewares,Tableware,Porcelain,Glassware;Living/Gifts,Handicrafts,Premiums&Incentives",Annual,k.fukuda@rise-globaltrades.com
0.456364884,"7th Eleotechnia 2015, Olive oil & Edible olives expo(7th Eleotechnia 2015)",Greece,Former West airport-Elliniko,"Machinery for the process and standardization of olive-oil/olive; Laboratories and organs of quality control, Pumps, Engines, Tanks, Barrels, Stainless constructions;Seedbeds, Oil-nets, Oil-beating sticks, Agricultural equipment;Paper and glass packing, packing machinery, Labeling, etc.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Annual,info@eleotexnia.gr
0.618569464,18th Iran Health International Exhibition(Iran Health),Iran,Tehran International Permanent Fairgrounds,"Medical Equipment& supplies, Dental Equipment and Consumer products, Pharmaceutical products and Machinery, Healthcare Services, Building, Medical Tourism, Hospital Equipment and Supplies, Vitamins and Herbal Drugs, E Health and It Systems, Examination & Treatment Instruments, Sanatorium, etc.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Dental&Odontology,Ophthalmology;MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/HealthCare(Equipment,Products&Services);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics",Annual,iranhealthexhibition@gmail.com
1.435841656,The 11th International Building & Construction Exhibition(Libya Build 2015),Libya,Tripoli Sports City,Air Conditioning & Refrigeration / Bathroom & Sanitary Wares / Building & Construction / Engineering Consulting / Flooring & Wall Claddings / Lifts & Mechanical Systems / Machinery & Heavy Equipment / Paints & Pastes / Power & Electrical Systems / Water systems & Sanitation.,"Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Building,Construction/BuildingMaintenance,Repair,Cleaning;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,info@atex.com.ly
0.528607988,Expo Central China 2015,China,Wuhan International Conference & Exhibition Center,"1) Financial Services, 2) overseas goods, 3) logistics, 4) environment / energy saving, 5) food, 6) automobiles and auto parts, 7) e-business, 8) smart key, 9) creative culture, 10) Laser / photoelectron, 11) tourism","FundamentalIndustries/Mining,Energy;Environment/EnvironmentalProtection,WasteDisposal,Recycling;Services/Finance,Banking,Insurance;Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery)",Biennial,service@fdi.gov.cn
0.545062813,Solutions Linux / Open Source fair(Solutions Linux),France,CNIT Paris La Defense,"Information, IT, Computers. Business Intelligence, Cloud Computing, Clustering & Grid, CMS, Collaborative, CRM, Data Center, Developement, E-Commerce, ERP, Infrastructures, Innovation, Interoperability, Mobility, Network Management, Workstation, Security.","Information,Telecommunication/Telecommunication,DataProcessing,Computer;Living/Security,Safety,FireProtection,Police,Defense",Annual,cjardon@tarsus.fr
0.534057167,Salons Sante Autonomie,France,Paris Expo-Porte de Versailles,"Healthcare equipment, fittings, technologies and services.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Biennial,info.pgpromotion@pgpromotion.fr
0.440151327,TAKUMI Technology Japan,Japan,Makuhari Messe,"Products, processing technology, materials and chemistry, surveying and testing equipment and technology, analysis equipment and technology, inspection and evaluation equipment and technology, etc.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;FundamentalIndustries/Chemistry,Rubber,Plastics,Materials",Annual,takumi@jma.orjp
0.427134111,DAEGU BEAUTY EXPO 2015,South Korea,EXCO,"Cosmetic, Hair, Nail, Aesthetics, Medical beauty, Total beauty, etc,","Living/Cosmetics,BeautyCareProducts,Perfumery;MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Fitness;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Textiles&Apparel(Materials,Products&Machinery);MedicalCare,Health/Medical&HospitalEquipment,,Supplies",Annual,beauty@exco.co.kr
0.537610515,2015 Sydney PNCE,Australia,Sydney Showground,"The products and services from the healthcare industry, including pharmaceutical companies, finance & business services, industry associations, nutrition and wellbeing companies and many more.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Dental&Odontology,Ophthalmology",Annual,pnce@reedmedicaleducation.com.au
0.461726525,QITCOM Exhibition and Conference,Qatar,DOHA EXHIBITION CENTER,"Digital content and media, Digital signage, Digital printing, Multimedia, Audio/visual, Broadcast technology, Cloud computing, Data capture, mining, and warehousing, Home automation, Green Technology, Smart Cities, Hardware and infrastructure, Networking, Wireless computing, Data centres.","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics",Annual,gs@momentum-prod.com
0.544997139,Alimentaria MEXICO 2015,Mexico,Centro Banamex,farm produce/poultry/non-alcoholic bevarages/meat products/frozen foods/preserves/sweets/dairy products/tinned goods/spirits/bread and bakery products/fish and seafood/organic products/wine.,"Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts",Annual,alimentaria-mexico@alimentaria.com
0.378352189,PET ASIA 2015 - International Exhibition on Pet and Accessories(PET ASIA),Singapore,SUNTEC,"Pet, products and services related to pet etc.","Hobby,Education/Pets",Biennial,petasia-sg@ubm.com
0.410807842,International Motor Show(AUTOSALON Brno),Czech Republic,Brno Exhibition Centre,"Vehicles, Tuning and accessories, Parts, repairs of vehicles, Road traffic services, Institutions and organizations.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Transportation,Logistics,Packaging/RailTraffic&OtherTransportationMachinery",Biennial,mmlcak@bvv.cz
0.449871528,China (Guangzhou) International Tea Expo(Spring Guangzhou)(Tea Expo),China,"Canton Fair Complex, Pazhou",Tea related products.,"Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Housewares,Tableware,Porcelain,Glassware",Twice a year,yw@gzyiwu.com
0.436374793,BioFach China 2015,China,Shanghai World Expo Exhibition & Convention Center,"Organic Food Products, Organic beverages, Agricultural supplies and processing, Services for the Organic Industry, Remedies and aroma therapy products based on organic raw materials, Natural Cosmetics and Personal Care Products, Organic cotton products, Natural fibres and textile products.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Cosmetics,BeautyCareProducts,Perfumery;MedicalCare,Health/HealthCare(Equipment,Products&Services);Living/Textiles&Apparel(Materials,Products&Machinery)",Annual,April.ji@nm-china.com.cn
0.570146334,Grand Designs Live Home & Garden Show,South Africa,The Coca-Cola dome,"Bathrooms, Build, Gardens, Gourmet, Kitchens, Interiors, Homewares, Technology.","Living/Furniture&Furnishings,Parts;Living/Housewares,Tableware,Porcelain,Glassware;Hobby,Education/Horticulture,Gardening;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Hobby,Education/Hobby,Do-It-Yourself,Collector'sItems;Living/Textiles&Apparel(Materials,Products&Machinery)",Annual,ShalaneA@specialised.com
0.429124612,Good Game Show Korea 2015,South Korea,KINTEX,"console game, mobile game, online game, experiential game, educational robots, arcade, smart contents etc.","Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Hobby,Education/Toys&Games;Hobby,Education/Amusement&Entertainment;Hobby,Education/Education&Training;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Annual,goodgame@gdca.or.kr
0.436152871,Green Agro Trade Show - Polskie Zboza(Polskie Zboza),Poland,Poznan Congress Center,"Major Suppliers, Presentation of the latest technologies for the arable industry, Field process testing, Searching for alternative plants and their market, including renewable energy, biofuels and non-food crops,  Debate on the Polish and European arable industry.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;FundamentalIndustries/Mining,Energy",Annual,polskiezboza@mtp.pl
0.425783226,Motor Fest Latino(MFL),Panama,Atlapa Convention Center,"Auto Accessories, Auto Parts and Vehicles.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Transportation,Logistics,Packaging/Bicycles,Motorcycles(incl.Parts)",Annual,info@motorfestlatino.com
0.529237327,Renewable Energy Asia 2015(RE),Thailand,Bangkok International Trade Exhibition and Convention Centre (BITEC),"Renewable Energy sources and the latest technology, Wind & Solar Power, Thermal and Waste-to-energy, Hydo-powered programs, Bio-mass and other green technology.","FundamentalIndustries/Mining,Energy;Building,Construction/BuildingMaintenance,Repair,Cleaning;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Annual,renewableenergy-th@ubm.com
0.336119371,SECOND-HAND VEHICLE SHOW(Salon Vehiculo de Ocasion),Spain,IFEMA,"Automobiles, motorcycles, insurance companies, financial companies.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Transportation,Logistics,Packaging/Bicycles,Motorcycles(incl.Parts);Services/Finance,Banking,Insurance",Annual,vehiculo-ocasion@ifema.es
0.440007724,"International Exhibition for Rescue, Fire Prevention, Disaster Relief, Safety and Security(INTERSCHUTZ )",Germany,Hannover Messegelaende,"Fire Engines, Rescue Vehicles, Extinguishing Appliances, Extinguishing Agents, Firefighting Equipment, Disaster Control, Emergency Services, First-aid and medical equipment, Protective Clothing, Measuring Equipment, Signaling Equipment, Fire Alarm Systems, Environment Protection, Fire Protection.","Living/Security,Safety,FireProtection,Police,Defense;Information,Telecommunication/Telecommunication,DataProcessing,Computer;MedicalCare,Health/Medical&HospitalEquipment,,Supplies",Once in 5 years,NULL
0.470890249,AUTOMOTIVE ENGINEERING EXPO 2015(AEE),Germany,Nuernberg Messe,"Automotive components, Automotive production facilities + line components, Hardware and software for design + development, Materils and semifinished goods, Forming and shaping technology, System/system components tools, Surface technology, Joining technology, etc.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices",Biennial,NULL
0.481744929,FIAAP/VICTAM/GRAPAS International 2015,Germany,KoelnMesse,"Animal feed / Aquafeed / Petfood Production Technology, Storage & Handling, Biomass Technology, etc.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Hobby,Education/Pets;FundamentalIndustries/Mining,Energy",Once in 4 years,expo@victam.com
0.594554021,Atlantic Design & Manufacturing,United States,Jacob K. Javits Convention Center,"CAD/CAM/CAE Software, Computer Hardware/Peripherals & Networking,Custom Automation, Digital Image Recorders, Elastomers, Electro-Optics,Electronic Components and Subassemblies, Fabrication, Laser Machine Services,Mechatronics, Packaging Equipment, Precision Metrology, etc.","Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Services/Design(incl.IndustrialDesign)",Annual,TShowReg@ubm.com
0.580967777,Plant And Waste Recycling Show(PAWRS),United Kingdom,Paignton's Sea Front,"Plant, Waste Recycling Vehicles/Equipments/Machines.","Environment/EnvironmentalProtection,WasteDisposal,Recycling;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/MaterialHandling,Pneumatics;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery)",Annual,info@pawrs.com
0.476059298,SIAL Brazil: The Latin American Food Marketplace (SIAL Brazil ),Brazil,Expo Center Norte,"All Food Products and Beverages, wine and alcoholic, Confectionery, Chocolate and Bakery Products, Frozen Products, Diet and Organic Products, Baby Food, Spices and Infusions, Vegetable Oils, Fruits and vegetables, Services.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts",Annual,sialbrazil@informa.com
0.555652318,MEDTEC France 2015,France,Micropolis Exhibition Centre,"Automation & Robotic, Cleanrooms, Diagnostic, Electronic, Metals, Packaging,  Plastic, Rapid Manufacturing, Testing & Measurement.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/HealthCare(Equipment,Products&Services);Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,medtecfrance-info@ubm.com
0.51962041,"2015 International Construction Machinery, Equipment and Parts & Components Exhibition(CM CHINA Expo)",China,National Center for Exhibition and Convention (Shanghai),"Road Machinery, Piling Machinery, Bridge Construction Machinery, Tunnel Construction Machinery, Excavation Machinery, Earth-Moving Machinery, Hoisting Machinery, Mining Machinery, Construction Vehicles, related accessories & parts and the whole industry chain.","Building,Construction/Building&Construction,RealEstate;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Building,Construction/BuildingMaintenance,Repair,Cleaning;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Twice a year,cmchina@utmglobal.cn
0.611322935,"2015 International Road Construction Machinery, Technology & Auxiliary Equipment Exhibition(RoadTec)",China,National Center for Exhibition and Convention (Shanghai),"Pavers, Grader, Roller, Compactor, Plate Compactor, Milling Machine Vibrators, Road Scarifying Machine.","Building,Construction/Building&Construction,RealEstate;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment",Irregular,yingying.chen@utmglobal.cn
0.571475146,2015 The 4th International Piles and Deep Foundation Summit & Piling Machinery/Foundation Engineering Equipment Exhibition(FE CHINA),China,National Center for Exhibition and Convention (Shanghai),"Rotary Drilling Rig, Horizontal Directional Drilling, Diaphragm Wall Grab, Pile Hammers,Pile Driver, Down-The-Hole Drill, Wall Rig.","Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Building,Construction/Building&Construction,RealEstate;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Irregular,yingying.chen@utmglobal.cn
0.498518731,BioFach America Latina 2015,Brazil,Parque do Ibirapuera,"Organic food and beverages: fresh food, prepared food, health food, condiments, dairy products, frozen foods, candy.  Organic Products: Natural cosmetics made from organic raw materials, personal care, body care products, shampoos, and perfumes.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;MedicalCare,Health/HealthCare(Equipment,Products&Services);Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Cosmetics,BeautyCareProducts,Perfumery;Living/ArticlesforChildren&Baby",Annual,sav@francal.com.br
0.539783287,INDONESIA INTEGRATED TEXTILE INDUSTRIES TRADE SHOW( INTEXSHOW 2015 ),Indonesia,Jakarta Convention Center,"Textile agents, Textile producers, Textile Industry Machinery and Spareparts Manufacturer, Suppliers, Textile Manufacturer, Textile Sellers, Garment Industry, Batik Industry, Home Textile Producers, Chemical, Accessories.","Living/Textiles&Apparel(Materials,Products&Machinery);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;FundamentalIndustries/Chemistry,Rubber,Plastics,Materials",Annual,tika@cendekia.co.id
0.513119451,2015 Shanghai International Airport Exhibition,China,Shanghai New International Expo Centre,"Wastewater treatment, Ground support equipment and services, Aircraft engine starter and PCA system, Technology system, Aircraft maintenance, Terminal construction and installation, Terminal interior decoration, etc.","Transportation,Logistics,Packaging/Aerospace&Aviation,AirportEquipment;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Building,Construction/Building&Construction,RealEstate;Building,Construction/EquipmentforPublicFacility,UrbanDevelopment;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,zwzlyx@126.com
0.521780325,KENYA PLAST 2015 - 3rd Edition,Kenya,Kenyatta International Conference Center (KICC),"Raw materials, Polymers & Resins, Intermediates, Blends & Alloys, Composites / Moulding / Scrap grinders / Mixers / Conveyers & Material loaders / Testing equipment / Software solutions / Recycling plants & auxiliaries etc.","FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics",Irregular,plastics@efipl.in
0.517221721,Daegu International Food EXPO 2015(DAFOOD 2015),South Korea,EXCO,"Processed & Functional Food, Traditional & Imported Alcoholic Beverage, Food/Restaurant Business Start-up, Functional Tableware, Catering & Food Packaging Equipment, Coffee & Dessert Industry, Regional Specialities etc.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Services/Hotel,Restaurant&CateringBusiness;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Services/ShopFitting&Equipment,Display;Living/Furniture&Furnishings,Parts;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,ghkoo@exco.co.kr
